wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,csc_matrix,tensor_based_rpq,1,20,5.26877224999771,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,csc_matrix,ms_bfs_based_rpq,1,20,1.1733327920010197,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,csc_matrix,ms_bfs_based_rpq,1,20,1.1714177909962018,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,csc_matrix,ms_bfs_based_rpq,1,20,1.223204791000171,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,csc_matrix,ms_bfs_based_rpq,1,20,1.168625542006339,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,lil_matrix,tensor_based_rpq,1,20,5.337144375000207,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,lil_matrix,tensor_based_rpq,1,20,5.21707908299868,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,lil_matrix,tensor_based_rpq,1,20,5.34617087499646,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,lil_matrix,tensor_based_rpq,1,20,5.277982624997094,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,lil_matrix,ms_bfs_based_rpq,1,20,1.24007162500493,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,lil_matrix,ms_bfs_based_rpq,1,20,1.236313125002198,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,lil_matrix,ms_bfs_based_rpq,1,20,1.2971956249966752,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,lil_matrix,ms_bfs_based_rpq,1,20,1.24110012500023,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,coo_matrix,tensor_based_rpq,1,20,5.154506416998629,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,coo_matrix,tensor_based_rpq,1,20,5.290931458999694,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,coo_matrix,tensor_based_rpq,1,20,5.2060071250016335,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,coo_matrix,tensor_based_rpq,1,20,5.261323667000397,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,coo_matrix,ms_bfs_based_rpq,1,20,1.2764577080015442,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,coo_matrix,ms_bfs_based_rpq,1,20,1.2617830839953967,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,coo_matrix,ms_bfs_based_rpq,1,20,1.2731541670000297,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,coo_matrix,ms_bfs_based_rpq,1,20,1.2660464580039843,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,csr_matrix,tensor_based_rpq,1,21,5.199736041002325,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,csr_matrix,tensor_based_rpq,1,21,5.187058374998742,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,csr_matrix,tensor_based_rpq,1,21,5.278469708006014,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,csr_matrix,tensor_based_rpq,1,21,5.2145804169995245,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,csr_matrix,ms_bfs_based_rpq,1,21,1.3610635419972823,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,csr_matrix,ms_bfs_based_rpq,1,21,1.3574346660025185,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,csr_matrix,ms_bfs_based_rpq,1,21,1.3319962079985999,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,csr_matrix,ms_bfs_based_rpq,1,21,1.3660176249977667,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,csc_matrix,tensor_based_rpq,1,21,5.199016915998072,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,csc_matrix,tensor_based_rpq,1,21,5.332034332997864,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,csc_matrix,tensor_based_rpq,1,21,5.21996974999638,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,csc_matrix,tensor_based_rpq,1,21,5.324089957997785,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,csc_matrix,ms_bfs_based_rpq,1,21,1.1656390000061947,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,csc_matrix,ms_bfs_based_rpq,1,21,1.1667432920003193,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,csc_matrix,ms_bfs_based_rpq,1,21,1.139826999999059,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,csc_matrix,ms_bfs_based_rpq,1,21,1.1601726669978234,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,lil_matrix,tensor_based_rpq,1,21,5.244444457995996,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,lil_matrix,tensor_based_rpq,1,21,5.40709020900249,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,lil_matrix,tensor_based_rpq,1,21,5.200700499997765,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,lil_matrix,tensor_based_rpq,1,21,5.372949083001004,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,lil_matrix,ms_bfs_based_rpq,1,21,1.244407999998657,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,lil_matrix,ms_bfs_based_rpq,1,21,1.2377594589997898,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,lil_matrix,ms_bfs_based_rpq,1,21,1.2189060420059832,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,lil_matrix,ms_bfs_based_rpq,1,21,1.3021079579993966,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,coo_matrix,tensor_based_rpq,1,21,5.203899250001996,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,coo_matrix,tensor_based_rpq,1,21,5.166817582998192,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,coo_matrix,tensor_based_rpq,1,21,5.340054166998016,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,coo_matrix,tensor_based_rpq,1,21,5.184316416998627,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,coo_matrix,ms_bfs_based_rpq,1,21,1.2696344159994624,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,coo_matrix,ms_bfs_based_rpq,1,21,1.2682325830028276,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,coo_matrix,ms_bfs_based_rpq,1,21,1.2450275000010151,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,coo_matrix,ms_bfs_based_rpq,1,21,1.2654013329956797,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,csr_matrix,tensor_based_rpq,1,22,5.197121249999327,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,csr_matrix,tensor_based_rpq,1,22,5.219835791998776,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,csr_matrix,tensor_based_rpq,1,22,5.232428832998266,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,csr_matrix,tensor_based_rpq,1,22,5.23870637499931,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,csr_matrix,ms_bfs_based_rpq,1,22,1.424824166999315,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,csr_matrix,ms_bfs_based_rpq,1,22,1.346717541993712,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,csr_matrix,ms_bfs_based_rpq,1,22,1.3383570419973694,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,csr_matrix,ms_bfs_based_rpq,1,22,1.3548484579951037,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,csc_matrix,tensor_based_rpq,1,22,5.2188921670021955,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,csc_matrix,tensor_based_rpq,1,22,5.228989667004498,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,csc_matrix,tensor_based_rpq,1,22,5.286846292001428,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,csc_matrix,tensor_based_rpq,1,22,5.217521291000594,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,csc_matrix,ms_bfs_based_rpq,1,22,1.1650263749979786,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,csc_matrix,ms_bfs_based_rpq,1,22,1.1639047909993678,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,csc_matrix,ms_bfs_based_rpq,1,22,1.1424277080004686,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,csc_matrix,ms_bfs_based_rpq,1,22,1.1665805419979733,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,lil_matrix,tensor_based_rpq,1,22,5.243503917001362,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,lil_matrix,tensor_based_rpq,1,22,5.2535155410005245,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,lil_matrix,tensor_based_rpq,1,22,5.207437165998272,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,lil_matrix,tensor_based_rpq,1,22,5.305491624996648,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,lil_matrix,ms_bfs_based_rpq,1,22,1.3057576249993872,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,lil_matrix,ms_bfs_based_rpq,1,22,1.242798874998698,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,lil_matrix,ms_bfs_based_rpq,1,22,1.2232018329959828,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,lil_matrix,ms_bfs_based_rpq,1,22,1.2442062079935567,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,coo_matrix,tensor_based_rpq,1,22,5.31421904200397,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,coo_matrix,tensor_based_rpq,1,22,5.155663875004393,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,coo_matrix,tensor_based_rpq,1,22,5.210775792002096,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,coo_matrix,tensor_based_rpq,1,22,5.196233540998946,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,coo_matrix,ms_bfs_based_rpq,1,22,1.275826875003986,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,coo_matrix,ms_bfs_based_rpq,1,22,1.2686624159978237,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,coo_matrix,ms_bfs_based_rpq,1,22,1.2591507079996518,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,coo_matrix,ms_bfs_based_rpq,1,22,1.2663535410028999,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,csr_matrix,tensor_based_rpq,1,23,5.173971791999065,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,csr_matrix,tensor_based_rpq,1,23,5.353736625002057,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,csr_matrix,tensor_based_rpq,1,23,5.210125874997175,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,csr_matrix,tensor_based_rpq,1,23,5.268519875004131,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,csr_matrix,ms_bfs_based_rpq,1,23,1.3569669999997132,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,csr_matrix,ms_bfs_based_rpq,1,23,1.356354708004801,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,csr_matrix,ms_bfs_based_rpq,1,23,1.3944418750033947,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,csr_matrix,ms_bfs_based_rpq,1,23,1.3503102499962552,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,csc_matrix,tensor_based_rpq,1,23,5.403445832998841,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,csc_matrix,tensor_based_rpq,1,23,5.209036416999879,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,csc_matrix,tensor_based_rpq,1,23,5.315029915997002,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,csc_matrix,tensor_based_rpq,1,23,5.316825167006755,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,csc_matrix,ms_bfs_based_rpq,1,23,1.159048082998197,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,csc_matrix,ms_bfs_based_rpq,1,23,1.1562269999994896,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,csc_matrix,ms_bfs_based_rpq,1,23,1.1403950829990208,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,csc_matrix,ms_bfs_based_rpq,1,23,1.1572917500016047,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,lil_matrix,tensor_based_rpq,1,23,5.192888082994614,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,lil_matrix,tensor_based_rpq,1,23,5.266017374997318,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,lil_matrix,tensor_based_rpq,1,23,5.158594250002352,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,lil_matrix,tensor_based_rpq,1,23,5.208504791997257,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,lil_matrix,ms_bfs_based_rpq,1,23,1.318309833004605,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,lil_matrix,ms_bfs_based_rpq,1,23,1.2660012500055018,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,lil_matrix,ms_bfs_based_rpq,1,23,1.2377522090027924,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,lil_matrix,ms_bfs_based_rpq,1,23,1.2503889170038747,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,coo_matrix,tensor_based_rpq,1,23,5.219994665996637,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,coo_matrix,tensor_based_rpq,1,23,5.1763694580004085,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,coo_matrix,tensor_based_rpq,1,23,5.247006750003493,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,coo_matrix,tensor_based_rpq,1,23,5.261747917000321,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,coo_matrix,ms_bfs_based_rpq,1,23,1.274381250004808,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,coo_matrix,ms_bfs_based_rpq,1,23,1.2614363340035197,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,coo_matrix,ms_bfs_based_rpq,1,23,1.2524529169968446,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,coo_matrix,ms_bfs_based_rpq,1,23,1.269055541997659,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,csr_matrix,tensor_based_rpq,1,24,5.2372765420004725,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,csr_matrix,tensor_based_rpq,1,24,5.195555124999373,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,csr_matrix,tensor_based_rpq,1,24,5.225977875001263,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,csr_matrix,tensor_based_rpq,1,24,5.213338792003924,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,csr_matrix,ms_bfs_based_rpq,1,24,1.3714374159972067,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,csr_matrix,ms_bfs_based_rpq,1,24,1.3532171670012758,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,csr_matrix,ms_bfs_based_rpq,1,24,1.3385580829999526,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,csr_matrix,ms_bfs_based_rpq,1,24,1.3627467499973136,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,csc_matrix,tensor_based_rpq,1,24,5.259732250000525,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,csc_matrix,tensor_based_rpq,1,24,5.18601270900399,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,csc_matrix,tensor_based_rpq,1,24,5.246075708004355,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,csc_matrix,tensor_based_rpq,1,24,5.202986083000724,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,csc_matrix,ms_bfs_based_rpq,1,24,1.1604536660015583,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,csc_matrix,ms_bfs_based_rpq,1,24,1.157603083003778,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,csc_matrix,ms_bfs_based_rpq,1,24,1.1445955829985905,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,csc_matrix,ms_bfs_based_rpq,1,24,1.1738867919993936,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,lil_matrix,tensor_based_rpq,1,24,5.230431125004543,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,lil_matrix,tensor_based_rpq,1,24,5.2361328749975655,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,lil_matrix,tensor_based_rpq,1,24,5.195795750005345,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,lil_matrix,tensor_based_rpq,1,24,5.207779375006794,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,lil_matrix,ms_bfs_based_rpq,1,24,1.2458187500014901,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,lil_matrix,ms_bfs_based_rpq,1,24,1.3012169170033303,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,lil_matrix,ms_bfs_based_rpq,1,24,1.220463708996249,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,lil_matrix,ms_bfs_based_rpq,1,24,1.2384912080015056,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,coo_matrix,tensor_based_rpq,1,24,5.1581024160041125,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,coo_matrix,tensor_based_rpq,1,24,5.506069834002119,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,coo_matrix,tensor_based_rpq,1,24,5.155322208003781,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,coo_matrix,tensor_based_rpq,1,24,5.217008040999644,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,coo_matrix,ms_bfs_based_rpq,1,24,1.433549708002829,0
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,coo_matrix,ms_bfs_based_rpq,1,24,1.2689656670045224,0
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,coo_matrix,ms_bfs_based_rpq,1,24,1.2843993330025114,0
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,coo_matrix,ms_bfs_based_rpq,1,24,1.283835292000731,0
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,csr_matrix,tensor_based_rpq,0.7,0,3.6906562079966534,513
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,csr_matrix,tensor_based_rpq,0.7,0,3.6637855419976404,513
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,csr_matrix,tensor_based_rpq,0.7,0,3.6420014169998467,513
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,csr_matrix,tensor_based_rpq,0.7,0,3.6447769590013195,513
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,csr_matrix,ms_bfs_based_rpq,0.7,0,0.9669613329970161,513
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,csr_matrix,ms_bfs_based_rpq,0.7,0,0.9635805420039105,513
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,csr_matrix,ms_bfs_based_rpq,0.7,0,0.9449871670003631,513
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,csr_matrix,ms_bfs_based_rpq,0.7,0,0.9611220419974416,513
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,csc_matrix,tensor_based_rpq,0.7,0,3.65910391700163,513
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,csc_matrix,tensor_based_rpq,0.7,0,3.6654474999959348,513
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,csc_matrix,tensor_based_rpq,0.7,0,3.666208624999854,513
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,csc_matrix,tensor_based_rpq,0.7,0,3.727462041999388,513
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,csc_matrix,ms_bfs_based_rpq,0.7,0,0.8324445840044064,513
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,csc_matrix,ms_bfs_based_rpq,0.7,0,0.8221426250020158,513
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,csc_matrix,ms_bfs_based_rpq,0.7,0,0.8115165000053821,513
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,csc_matrix,ms_bfs_based_rpq,0.7,0,0.8266126670059748,513
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,lil_matrix,tensor_based_rpq,0.7,0,3.6659890829978394,513
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,lil_matrix,tensor_based_rpq,0.7,0,3.6529194169997936,513
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,lil_matrix,tensor_based_rpq,0.7,0,3.742208625000785,513
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,lil_matrix,tensor_based_rpq,0.7,0,3.6227642500016373,513
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,lil_matrix,ms_bfs_based_rpq,0.7,0,0.8862282920017606,513
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,lil_matrix,ms_bfs_based_rpq,0.7,0,0.8840353340056026,513
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,lil_matrix,ms_bfs_based_rpq,0.7,0,0.9275257079934818,513
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,lil_matrix,ms_bfs_based_rpq,0.7,0,0.8849237499962328,513
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,coo_matrix,tensor_based_rpq,0.7,0,3.636143916999572,513
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,coo_matrix,tensor_based_rpq,0.7,0,3.628871250002703,513
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,coo_matrix,tensor_based_rpq,0.7,0,3.745776042000216,513
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,coo_matrix,tensor_based_rpq,0.7,0,3.6673200419973,513
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,coo_matrix,ms_bfs_based_rpq,0.7,0,0.899879750002583,513
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,coo_matrix,ms_bfs_based_rpq,0.7,0,0.896407749998616,513
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,coo_matrix,ms_bfs_based_rpq,0.7,0,0.882761709006445,513
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,coo_matrix,ms_bfs_based_rpq,0.7,0,0.9561279170011403,513
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,csr_matrix,tensor_based_rpq,0.7,1,3.7245797499999753,513
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,csr_matrix,tensor_based_rpq,0.7,1,3.6374092500045663,513
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,csr_matrix,tensor_based_rpq,0.7,1,3.6560139580033137,513
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,csr_matrix,tensor_based_rpq,0.7,1,3.7382311250039493,513
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,csr_matrix,ms_bfs_based_rpq,0.7,1,0.9613627919970895,513
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,csr_matrix,ms_bfs_based_rpq,0.7,1,0.9628947919991333,513
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,csr_matrix,ms_bfs_based_rpq,0.7,1,0.9399882079960662,513
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,csr_matrix,ms_bfs_based_rpq,0.7,1,0.9562365419988055,513
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,csc_matrix,tensor_based_rpq,0.7,1,3.6630280000026687,513
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,csc_matrix,tensor_based_rpq,0.7,1,3.6472769579995656,513
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,csc_matrix,tensor_based_rpq,0.7,1,3.654064082998957,513
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,csc_matrix,tensor_based_rpq,0.7,1,3.63892762499745,513
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,csc_matrix,ms_bfs_based_rpq,0.7,1,0.8246594160009408,513
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,csc_matrix,ms_bfs_based_rpq,0.7,1,0.8832161669997731,513
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,csc_matrix,ms_bfs_based_rpq,0.7,1,0.8098662080010399,513
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,csc_matrix,ms_bfs_based_rpq,0.7,1,0.8199035419966094,513
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,lil_matrix,tensor_based_rpq,0.7,1,3.6267347920002067,513
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,lil_matrix,tensor_based_rpq,0.7,1,3.6662478750004084,513
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,lil_matrix,tensor_based_rpq,0.7,1,3.6238703329945565,513
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,lil_matrix,tensor_based_rpq,0.7,1,3.7314884579973295,513
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,lil_matrix,ms_bfs_based_rpq,0.7,1,0.8856669169981615,513
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,lil_matrix,ms_bfs_based_rpq,0.7,1,0.8848704169940902,513
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,lil_matrix,ms_bfs_based_rpq,0.7,1,0.9304370409954572,513
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,lil_matrix,ms_bfs_based_rpq,0.7,1,0.8819502089972957,513
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,coo_matrix,tensor_based_rpq,0.7,1,3.7243945829977747,513
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,coo_matrix,tensor_based_rpq,0.7,1,3.643550207998487,513
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,coo_matrix,tensor_based_rpq,0.7,1,3.636870959002408,513
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,coo_matrix,tensor_based_rpq,0.7,1,3.6213402079956722,513
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,coo_matrix,ms_bfs_based_rpq,0.7,1,0.899717000000237,513
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,coo_matrix,ms_bfs_based_rpq,0.7,1,0.8980281249969266,513
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,coo_matrix,ms_bfs_based_rpq,0.7,1,0.8837298340004054,513
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,coo_matrix,ms_bfs_based_rpq,0.7,1,0.8954352500004461,513
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,csr_matrix,tensor_based_rpq,0.7,2,3.6505495000019437,513
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,csr_matrix,tensor_based_rpq,0.7,2,3.7017659170014667,513
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,csr_matrix,tensor_based_rpq,0.7,2,3.666158499996527,513
wine,((cardinality+) | adjacentRegion) allValuesFrom comment*,csr_matrix,tensor_based_rpq,0.7,2,3.660624125004688,513
wine,(adjacentRegion | allValuesFrom)* cardinality comment+,csr_matrix,ms_bfs_based_rpq,0.7,2,0.963604332995601,513
wine,adjacentRegion (allValuesFrom | cardinality)* comment+,csr_matrix,ms_bfs_based_rpq,0.7,2,0.9609998750020168,513
wine,((adjacentRegion | allValuesFrom)+ cardinality)* comment,csr_matrix,ms_bfs_based_rpq,0.7,2,0.9420547499976237,513
